s_tabl_figu_id;s_sam_row;s_sam_col;valu
tabl_05_01  ;csanc       ;WATEprod    ; -0.66507564
tabl_05_01  ;csanc       ;WATEcons    ; -0.43480479
tabl_05_01  ;csanc       ;WATEpric    ;  0.48824067
tabl_05_02  ;aelhy       ;ENERprod    ; -0.12164455
tabl_05_02  ;aelbi       ;ENERprod    ; -0.17977002
tabl_05_02  ;aelpe       ;ENERprod    ; -0.26639806
tabl_05_02  ;celec       ;ENERprod    ; -0.22532265
tabl_05_02  ;celec       ;ENERdito    ; -0.25187163
tabl_05_02  ;celec       ;ENERcons    ; -0.09480567
tabl_05_02  ;celec       ;ENERpric    ; -0.00344702
tabl_05_03  ;cagri       ;FOODprod    ; -0.54984421
tabl_05_03  ;cagri       ;FOODdito    ; -0.55646460
tabl_05_03  ;cagri       ;FOODcons    ; -0.23056854
tabl_05_03  ;cagri       ;FOODpric    ;  0.38285657
tabl_05_03  ;cfood       ;FOODprod    ; -0.58403162
tabl_05_03  ;cfood       ;FOODdito    ; -0.28111055
tabl_05_03  ;cfood       ;FOODcons    ; -0.21825683
tabl_05_03  ;cfood       ;FOODpric    ;  0.17405244
tabl_05_04  ;REU         ;ECOSnitr    ; -0.63724623
tabl_05_04  ;REU         ;ECOSphos    ; -0.66498548
tabl_05_04  ;REU         ;ECOSnagr    ; -0.54984421
tabl_05_04  ;cpetr       ;ECOSco2e    ; -0.09343726
tabl_05_04  ;celec       ;ECOSco2e    ; -0.26639806
tabl_06_01  ;REU         ;CONSpwat    ; -0.44707788
tabl_06_01  ;REU         ;CONSothe    ; -0.09211093
tabl_06_01  ;REU         ;PRICpwat    ;  0.50610665
tabl_06_01  ;REU         ;PRICothe    ;  0.01775555
tabl_06_01  ;REU         ;INCOhous    ; -0.08221466
tabl_06_01  ;REU         ;PRICelec    ; -0.00344702
figu_01_01  ;NA          ;GDPRvalu    ; -0.04143683
figu_01_01  ;NA          ;PRODvalu    ; -0.06189139
figu_01_01  ;NA          ;VAADvalu    ; -0.04497356
figu_01_01  ;NA          ;CONFvalu    ; -0.10838172
figu_01_01  ;NA          ;INCGvalu    ;  0.18833346
figu_01_01  ;NA          ;IMPOvalu    ; -0.01012230
figu_01_01  ;NA          ;EXPOvalu    ; -0.11932041
figu_01_01  ;NA          ;INVTvalu    ;  0.12341178
figu_01_01  ;NA          ;UNEMppts    ;  0.05334317
figu_01_01  ;NA          ;CPINinde    ;  0.02619545
figu_02_01  ;NA          ;aagri       ; -0.67873753
figu_02_01  ;NA          ;afood       ; -0.60843646
figu_02_01  ;NA          ;aoind       ; -0.06055957
figu_02_01  ;NA          ;aelhy       ; -0.12071636
figu_02_01  ;NA          ;aelbi       ; -0.17882781
figu_02_01  ;NA          ;aelpe       ; -0.26546759
figu_02_01  ;NA          ;awasa       ; -0.60344079
figu_02_01  ;NA          ;acons       ;  0.07692094
figu_02_01  ;NA          ;atran       ; -0.05428540
figu_02_01  ;NA          ;aadmi       ; -0.00353574
figu_02_01  ;NA          ;asefi       ; -0.01897495
figu_02_01  ;NA          ;asenf       ; -0.03015854
figu_02_02  ;NA          ;cagri       ; -0.23056854
figu_02_02  ;NA          ;cfood       ; -0.21825683
figu_02_02  ;NA          ;cpetr       ; -0.09770897
figu_02_02  ;NA          ;coind       ; -0.09909783
figu_02_02  ;NA          ;celec       ; -0.09531735
figu_02_02  ;NA          ;cwadi       ; -0.44707788
figu_02_02  ;NA          ;csaco       ; -0.45351125
figu_02_02  ;NA          ;csanc       ; -0.43480479
figu_02_02  ;NA          ;ccons       ; -0.11394907
figu_02_02  ;NA          ;ctran       ; -0.07938548
figu_02_02  ;NA          ;cadmi       ; -0.09018496
figu_02_02  ;NA          ;csefi       ; -0.02905692
figu_02_02  ;NA          ;csenf       ; -0.08115209
figu_02_03  ;NA          ;cagri       ;  0.39469794
figu_02_03  ;NA          ;cfood       ;  0.09848649
figu_02_03  ;NA          ;cpetr       ; -0.09454139
figu_02_03  ;NA          ;coind       ; -0.03378649
figu_02_03  ;NA          ;celec       ; -0.20828855
figu_02_03  ;NA          ;cwadi       ;  0.61130951
figu_02_03  ;NA          ;csaco       ;  0.64878309
figu_02_03  ;NA          ;csanc       ;  0.53980419
figu_02_03  ;NA          ;ctran       ; -0.10509468
figu_02_03  ;NA          ;csefi       ; -0.22119027
figu_02_03  ;NA          ;csenf       ; -0.09331772
figu_02_04  ;NA          ;cagri       ; -0.73410083
figu_02_04  ;NA          ;cfood       ; -0.60461996
figu_02_04  ;NA          ;coind       ; -0.03624505
figu_02_04  ;NA          ;ccons       ;  0.01579022
figu_02_04  ;NA          ;ctran       ; -0.00415655
figu_02_04  ;NA          ;cadmi       ; -0.00109269
figu_02_04  ;NA          ;csefi       ;  0.08578713
figu_02_04  ;NA          ;csenf       ;  0.00156317
figu_03_01  ;NA          ;cagri       ;  0.38285657
figu_03_01  ;NA          ;cfood       ;  0.17405244
figu_03_01  ;NA          ;coind       ;  0.00200185
figu_03_01  ;NA          ;celec       ; -0.00344702
figu_03_01  ;NA          ;cwadi       ;  0.50610665
figu_03_01  ;NA          ;csaco       ;  0.51547428
figu_03_01  ;NA          ;csanc       ;  0.48824067
figu_03_01  ;NA          ;ccons       ;  0.02341293
figu_03_01  ;NA          ;ctran       ; -0.02095729
figu_03_01  ;NA          ;cadmi       ; -0.00465456
figu_03_01  ;NA          ;csefi       ; -0.09686246
figu_03_01  ;NA          ;csenf       ; -0.01829081
figu_03_01  ;NA          ;CPINppts    ;  0.02619545
figu_03_02  ;NA          ;aagri       ; -2.11871900
figu_03_02  ;NA          ;afood       ; -0.86344642
figu_03_02  ;NA          ;aoind       ; -0.11358389
figu_03_02  ;NA          ;aelhy       ; -0.29356999
figu_03_02  ;NA          ;aelbi       ; -0.36608891
figu_03_02  ;NA          ;aelpe       ; -0.58148965
figu_03_02  ;NA          ;awasa       ; -0.74592247
figu_03_02  ;NA          ;acons       ;  0.16654767
figu_03_02  ;NA          ;atran       ; -0.10022153
figu_03_02  ;NA          ;aadmi       ; -0.00666994
figu_03_02  ;NA          ;asefi       ; -0.13409341
figu_03_02  ;NA          ;asenf       ; -0.06500949
figu_03_02  ;NA          ;WRLApric    ; -0.00044406
figu_03_03  ;NA          ;aagri       ; 52.55962320
figu_03_03  ;NA          ;afood       ; 53.80668914
figu_03_03  ;NA          ;aoind       ; 60.59514490
figu_03_03  ;NA          ;awasa       ; 55.95996353
figu_03_04  ;NA          ;aagri       ; 52.55962320
figu_03_04  ;NA          ;aelpe       ; 57.31916558
figu_03_04  ;NA          ;awasa       ; 55.95996353
figu_04_01  ;NA          ;GOINvalu    ;  0.18833346
figu_04_01  ;NA          ;GINKvalu    ; 45.92406824
figu_04_01  ;NA          ;TPROvalu    ; -0.02897527
figu_04_01  ;NA          ;TCOMvalu    ;  0.11550776
figu_04_01  ;NA          ;TIMPvalu    ; -0.00062778
figu_04_01  ;NA          ;GTRAvalu    ; -0.08221466
figu_04_02  ;NA          ;HHINvalu    ; -0.08221466
figu_04_02  ;NA          ;HICAvalu    ; -0.15847358
figu_04_02  ;NA          ;HILAvalu    ; -0.06712272
figu_04_02  ;NA          ;HITRvalu    ;  0.02619545
figu_04_02  ;NA          ;HIDPvalu    ; -0.08221466
figu_04_02  ;NA          ;HCOBvalu    ; -0.08221466
figu_04_02  ;NA          ;HSAVvalu    ; -0.08221466
figu_05_01  ;NA          ;cwadi       ; -0.62974257
figu_05_01  ;NA          ;csaco       ; -0.54573099
figu_05_01  ;NA          ;csanc       ; -0.66507564
figu_05_02  ;NA          ;WADIdito    ; -0.30392754
figu_05_02  ;NA          ;WADIcons    ; -0.44707788
figu_05_02  ;NA          ;SACOcons    ; -0.45351125
figu_05_02  ;NA          ;SANCcons    ; -0.43480479
figu_05_03  ;NA          ;cwadi       ;  0.50610665
figu_05_03  ;NA          ;csaco       ;  0.51547428
figu_05_03  ;NA          ;csanc       ;  0.48824067
figu_05_04  ;NA          ;aelhy       ; -0.12164455
figu_05_04  ;NA          ;aelbi       ; -0.17977002
figu_05_04  ;NA          ;aelpe       ; -0.26639806
figu_05_04  ;NA          ;celec       ; -0.22532265
figu_05_05  ;NA          ;ELECdito    ; -0.25187163
figu_05_05  ;NA          ;ELECcons    ; -0.09480567
figu_05_06  ;NA          ;ELECpric    ; -0.00344702
figu_05_07  ;NA          ;cagri       ; -0.54984421
figu_05_07  ;NA          ;cfood       ; -0.58403162
figu_05_08  ;NA          ;cagri       ; -0.55646460
figu_05_08  ;NA          ;cfood       ; -0.28111055
figu_05_09  ;NA          ;cagri       ; -0.23056854
figu_05_09  ;NA          ;cfood       ; -0.21825683
figu_05_10  ;NA          ;cagri       ;  0.38285657
figu_05_10  ;NA          ;cfood       ;  0.17405244
figu_05_11  ;NA          ;ECOSco2e    ; -0.26639806
figu_05_11  ;NA          ;ECOSco2p    ; -0.09343726
figu_05_11  ;NA          ;ECOSnitr    ; -0.63724623
figu_05_11  ;NA          ;ECOSphos    ; -0.66498548
figu_05_11  ;NA          ;ECOSnagr    ; -0.54984421
figu_06_01  ;NA          ;CONSpwat    ; -0.44707788
figu_06_01  ;NA          ;CONSothe    ; -0.09211093
figu_06_01  ;NA          ;PRICpwat    ;  0.50610665
figu_06_01  ;NA          ;PRICothe    ;  0.01775555
figu_06_01  ;NA          ;INCOhous    ; -0.08221466
figu_06_01  ;NA          ;PRICelec    ; -0.00344702
